ActorID,ActorFirstName,ActorMiddleName,ActorLastName,Birthday,Description,Nationality
1062993,Pauline,NULL,True,0000-00-00,,
1063128,Ethan,Ruan,Jing-Tian,0000-00-00,,
1065019,Lena,NULL,Christensen,0000-00-00,,
1066079,Max,NULL,Topplin,1989-12-14,,
1066171,Edward,NULL,Blatchford,0000-00-00,,
1066172,Justin,M.,Rice,0000-00-00,,
1067187,David,NULL,Steen,0000-00-00,,
1067507,Jim,NULL,Ellis,0000-00-00,,
1067793,Julia,NULL,Ivanova,0000-00-00,,
1068176,Karen,NULL,Davitt,0000-00-00,,
1068180,W.,Douglas,Home,0000-00-00,,
1068400,Cayen,NULL,Martin,0000-00-00,,
1069644,Julie,Ann,Doan,0000-00-00,,
1070618,Allen,NULL,Stone,0000-00-00,,
1071483,Joshua,Lee,Ayers,0000-00-00,,
1072923,Dawn,NULL,Jeffery-Nelson,0000-00-00,,
1072934,Daniel,NULL,Nunez,0000-00-00,,
1073006,Barb,NULL,Mitchell,0000-00-00,,
1073181,Brigitte,NULL,Christensen,0000-00-00,,
1073327,Camilla,NULL,Arfwedson,0000-00-00,,
1074137,Lynn,NULL,Ferguson,1965-04-11,," Glasgow, Scotland, UK"
1074138,Laura,NULL,Strachan,0000-00-00,,
1074615,Branwell,NULL,Donaghey,0000-00-00,,
1074616,Vladimir,NULL,Furdik,0000-00-00,,
1074617,C.C.,NULL,Smiff,0000-00-00,,
1074618,Shane,NULL,Steyn,0000-00-00,,
1074722,Lewis,NULL,Macleod,0000-00-00,,
1075046,Rachel,NULL,Rawlinson,0000-00-00,,
1075047,John,NULL,Motson,0000-00-00,,
1075080,Scott,Hunter,McGuire,0000-00-00,,
1075081,Florentine,NULL,Mocanu,0000-00-00,,
1075103,Marcus,NULL,Shakesheff,0000-00-00,,
1075146,Al,NULL,Vrkljan,0000-00-00,,
1075355,Jemima,NULL,West,1987-08-11,,
1075842,Lisa,NULL,Chandler,0000-00-00,,
1076559,Blake,Michael,Bryan,0000-00-00,,
1076900,Chao,NULL,Hsiung,0000-00-00,,
1077111,Harry,NULL,Zumach,0000-00-00,,
1077312,Mariano,NULL,Titanti,0000-00-00,,
1077325,Eddie,NULL,Powell,1927-03-09,,
1077345,Jennifer,NULL,Kim,0000-00-00,,
1077356,Zhu,NULL,Zhu,0000-00-00,,
1077794,Pedro,NULL,García,0000-00-00,,
1077795,Quinn,Dempsey,Stiller,0000-00-00,,
1077796,Declan,NULL,Swift,0000-00-00,,
1077834,Matthew,NULL,Bowyer,0000-00-00,,
1077843,Geoffrey,NULL,Pomeroy,0000-00-00,,
1077844,David,P.,Smith,0000-00-00,,
1077874,Trevor,NULL,Lovell,0000-00-00,,
1077942,Francisco,NULL,Vidal,0000-00-00,,
1077944,Juanjo,NULL,Cucalón,0000-00-00,,
1077945,Lina,NULL,Mira,0000-00-00,,
1077947,Sebastián,NULL,Haro,0000-00-00,,
1077948,Mila,NULL,Espiga,0000-00-00,,
1077950,Lalá,NULL,Gatóo,0000-00-00,,
1077952,Ana,NULL,Sáez,0000-00-00,,
1077953,Milo,NULL,Taboada,0000-00-00,,
1077954,Pedro,G.,Marzo,0000-00-00,,
1077955,Chicho,NULL,Campillo,0000-00-00,,
1077956,Pablo,NULL,Adán,0000-00-00,,
1078568,Emma,NULL,Rigby,1989-09-25,"Emma Rigby is an actress","St Helens - Merseyside - "
1078574,Pete,NULL,Brown,0000-00-00,,
1078610,Jane,NULL,McNeill,0000-00-00,,
1079121,Yu,NULL,Bo,0000-00-00,,
1079976,Evgeniy,NULL,Lazarev,0000-00-00,,
1080031,Emma,NULL,Lock,0000-00-00,,
1080265,Michael,NULL,Ensign,1944-02-13,"​By Michael Ensign on IMDB;

Born in Arizona ","Safford - Arizona - USA"
1080735,Neville,NULL,Page,0000-00-00,,
1081468,Simon,NULL,Ginty,0000-00-00,,
1081469,Oliver,NULL,Hoare,0000-00-00,,
1081470,Amy,NULL,Lennox,0000-00-00,,
1082521,Ann,NULL,McKenzie,0000-00-00,,
1082793,Aoi,NULL,Teshima,0000-00-00,,
1083520,Cathy,NULL,Verney,0000-00-00,,
1083690,Eva,NULL,Pallarés,0000-00-00,,
1084186,Laura,NULL,Brent,0000-00-00,,
1084532,Ai,NULL,Kobayashi,0000-00-00,,
1084848,Bianca,NULL,Bree,1990-10-17,"Bianca Van Varenberg (born 17 October 1990), ",
1084850,Uriel,Emil,Pollack,0000-00-00,,
1084878,Dave,NULL,Pattenden,0000-00-00,,
1086221,Stephanie,Leigh,Schlund,0000-00-00,,
1086222,Bruno,NULL,Gunn,1968-11-08,,"Canton - Ohio - USA"
1086530,Karima,NULL,Adebibe,0000-00-00,,
1087039,Ib,NULL,Kastrup,0000-00-00,,
1087802,Lydia,NULL,Lau,0000-00-00,,
1087818,Ken,NULL,Chapin,0000-00-00,,
1087837,Jess,NULL,Ramos,0000-00-00,,
1087838,Audley,NULL,Ransom,0000-00-00,,
1087839,Kevin,NULL,Robertson,0000-00-00,,
1087875,Jim,NULL,Murray,0000-00-00,,
1088007,Aiden,NULL,Gillen,1968-04-24,,
1088041,Kenneth,Brown,Jr.,0000-00-00,,
1088802,Ayumi,NULL,Izuka,0000-00-00,,
1088803,Bill,NULL,Lester,0000-00-00,,
1088805,Dorothy,NULL,London,0000-00-00,,
1088873,Mi,NULL,Grönlund,1972-05-09,,
1088913,Christopher,NULL,Obi,0000-00-00,,
1089016,Seri,NULL,DeYoung,0000-00-00,,
1089505,Peter,NULL,Atanasoff,0000-00-00,,
1089510,Johnny,Vatos,Hernandez,0000-00-00,,
1089584,Phintusuda,NULL,Tunphairao,0000-00-00,,
1089589,Andrew,NULL,Biggs,0000-00-00,,
1089591,Naowarat,NULL,Yuktanan,0000-00-00,,
1089595,Peud,NULL,Blackcat,0000-00-00,,
1089596,Chatchai,NULL,Doroman,0000-00-00,,
1089597,Kittikorn,NULL,Liasirikun,0000-00-00,"(Thai: กิตติกร เลียวศิริกุล), also known as L",
1089759,Flavia,Manes,Rossi,0000-00-00,,
1089770,Robert,Christopher,Riley,0000-00-00,,
1089919,Kelly,NULL,Craig,0000-00-00,,
1089920,Tim,NULL,Connolly,0000-00-00,,
1089921,Sebastian,St.,Germain,0000-00-00,,
1089927,Dennis,St,John,0000-00-00,,
1089928,Robert,NULL,Paradis,0000-00-00,,
1089929,Alexandra,NULL,Beaton,0000-00-00,,
1089930,Frédéric,NULL,Smith,0000-00-00,,
1090105,Ljubisa,NULL,Sreckovic,0000-00-00,,
1090466,Deni,NULL,Gordon,0000-00-00,,
1090804,Débora,NULL,Monteiro,0000-00-00,,
1091795,Graham,NULL,Rogers,0000-00-00,,
1091822,James,NULL,Hall,0000-00-00,,
1092019,Laouni,NULL,Mouhid,0000-00-00,,
1093562,Geri,NULL,Reischi,0000-00-00,,
1093706,Jeirmarie,NULL,Osorio,0000-00-00,,
1093707,Benjamin,NULL,Blankenship,0000-00-00,,
1093708,Arturo,NULL,Gaskins,0000-00-00,,
1093709,Jay,NULL,Jackson,0000-00-00,,
1093710,Andy,Rosa,Adler,0000-00-00,,
1094319,Matthew,NULL,Page,0000-00-00,,
1095288,Suhas,NULL,Bhalekar,0000-00-00,,
1095404,Masayoshi,NULL,Haneda,0000-00-00,,
1095524,Lydia,NULL,Wilson,0000-00-00,,
1095911,Ofilio,NULL,Portillo,0000-00-00,,
1096272,WBBrown,NULL,II,0000-00-00,,
1096415,Emily,NULL,Hahn,0000-00-00,,
1096679,Anthony,NULL,Martins,0000-00-00,,
1096847,Dietmar,NULL,Staskowiak,0000-00-00,,
1097370,Slimane,NULL,Hadjar,0000-00-00,,
1097371,Dorothée,NULL,Tavernier,0000-00-00,,
1097455,Patricia,NULL,Slater,0000-00-00,,
1097456,Richard,NULL,Cunningham,0000-00-00,,
1097457,Mark,NULL,Sheals,0000-00-00,,
1097582,Warren,NULL,Benns,0000-00-00,,
1097967,Sam,NULL,Palladio,0000-00-00,,
1098033,Sara,NULL,Lindsey,0000-00-00,,
1098572,Stephanie,NULL,Grote,0000-00-00,,
1099717,Jay,NULL,Pharaoh,0000-00-00,,
1099751,Lorelei,NULL,Leslie,0000-00-00,,
1100144,Ismael,Cruz,Cordova,0000-00-00,,
1100549,Marina,NULL,Squerciati,0000-00-00,"Marina Squerciati is an actress.",
1102427,Steven,NULL,Cree,0000-00-00,,
1103504,Libby,NULL,Sherrill,0000-00-00,,
1103961,Steve,NULL,Luna,0000-00-00,,
1104568,Sylvia,NULL,Jefferies,1969-08-14,"From Wikipedia, the free encyclopedia

Sylvia","Greenwood - South Carolin"
1104994,Oscar,NULL,Pearce,0000-00-00,,
1105706,Tait,NULL,Fletcher,0000-00-00,,
1105711,Richard,NULL,Cabral,0000-00-00,,
1106258,Mark,Rhino,Smith,1969-09-30,"​Mark was born in London in 1969, however he "," London, England"
1106755,Deborah,NULL,Rosan,0000-00-00,,
1107818,Lorenzo,James,Henrie,1993-06-29,,
1108568,Paul,NULL,Luebke,0000-00-00,,
1108569,Duncan,NULL,Wisbey,0000-00-00,,
1108570,Radoslav,NULL,Parvanov,1977-01-15,,
1108571,George,NULL,Karlukovski,0000-00-00,,
1108907,Nick,NULL,Robinson,1995-03-22,"​Nick grew up in Seattle with his mom, dad an","Seattle, Washington, U.S."
1109976,Izabela,NULL,Vidovic,0000-00-00,,
1112417,Tatanka,NULL,Means,0000-00-00,,
1113604,Peigi,NULL,Barker,0000-00-00,,
1113976,Jeffrey,NULL,Zekele,0000-00-00,,
1114061,Alex,NULL,Hafner,0000-00-00,,
1114365,Owen,NULL,Martin,0000-00-00,,
1114487,Hero,NULL,Fiennes-Tiffin,0000-00-00,,
1114631,David,NULL,Čonka,0000-00-00,,
1115103,Joseph,NULL,Kelly,0000-00-00,,
1115122,Brandon,Soo,Hoo,1995-11-02,,
1115682,Miro,NULL,Harre,0000-00-00,,
1115997,Nancy,NULL,Stelle,0000-00-00,"Nancy Stelle was born in Chicago, Illinois, U","Chicago - Illinois - USA"
1116009,Shane,NULL,Land,0000-00-00,,
1116011,Han,NULL,Soto,0000-00-00,,
1116442,John,NULL,Morris,1984-10-02,"From Wikipedia, the free encyclopedia.  John ",
1116544,Cristen,NULL,Kauffman,0000-00-00,,
1116951,Jack,NULL,Lucarelli,0000-00-00,,
1116973,Carlos,NULL,Pratts,1986-08-21,,
1117232,David,Fernandez,Jr.,1976-04-04,,
1117335,Russell,NULL,Levy,0000-00-00,,
1117784,Patrick,NULL,Walker,0000-00-00,,
1117785,Michel,NULL,Michelis,0000-00-00,,
1117999,Xenia,NULL,Kalogeropoulou,0000-00-00,,
1118717,Jon,Kaminski,Jr.,0000-00-00,,
1118718,Ari,NULL,Hoptman,0000-00-00,,
1120198,Andrzej,NULL,Blumenfeld,0000-00-00,,
1121562,Edwin,NULL,Perez,0000-00-00,,
1122068,Verlus,NULL,Delorme,0000-00-00,,
1122227,Craig,NULL,Good,0000-00-00,,
1122770,Randy,NULL,Hermann,0000-00-00,,
1122811,Peter,Sebastian,Wrobel,0000-00-00,,
1123491,Elle,NULL,Deets,0000-00-00,,
1123882,Jarrod,NULL,Phillips,0000-00-00,,
1123886,Raeden,NULL,Greer,0000-00-00,,
1124795,Amanda,NULL,Perez,0000-00-00,,
1124864,Håkon,NULL,Karoliussen,0000-00-00,,
1124950,David,NULL,Whalen,0000-00-00,,
1125917,Lindiwe,NULL,Matshikiza,0000-00-00,,
1126466,David,NULL,No,0000-00-00,,
1127956,Mikhail,NULL,Doller,0000-00-00,,
1128010,Robert,NULL,Noe,0000-00-00,,
1128450,Patrick,NULL,McDade,0000-00-00,,
1128522,Brittney,NULL,Alger,0000-00-00,,
1128523,Annie,May,Gay,0000-00-00,,
1128556,John,NULL,Brotherton,0000-00-00,,
1128715,Girls,NULL,Aloud,0000-00-00,,
1129487,Julie,NULL,Lemieux,0000-00-00,,
1129647,Escalante,NULL,Lundy,0000-00-00,,
1129806,Usman,NULL,Ally,0000-00-00,,
1131066,Jennifer,Robyn,Jacobs,0000-00-00,,
1132300,Thirl,NULL,Haston,0000-00-00,,
1132301,Cody,NULL,Wood,0000-00-00,,
1132335,Vladimir,NULL,Sizov,0000-00-00,,
1133063,Dana,Michelle,Gourrier,0000-00-00,,
1133113,Yoshikata,NULL,Yoda,0000-00-00,,
1133330,Maximilian,NULL,Dirr,0000-00-00,,
1133349,Elizabeth,NULL,Debicki,0000-00-00,,
1133573,Fernando,NULL,Acaso,0000-00-00,,
1133652,Jennifer,NULL,Kries,0000-00-00,"Jennifer Kries is an unparalleled innovator i",
1133846,Gautam,NULL,Belur,0000-00-00,,
1133848,Mohd,Abbas,Khaleeli,0000-00-00,,
1133849,Vibish,NULL,Sivakumar,0000-00-00,,
1134443,Nicole,NULL,Andrews,0000-00-00,,
1135468,Charles,W.,Bateman,0000-00-00,,
1137746,Noelia,NULL,Noto,0000-00-00,,
1137823,Stacy,NULL,Martin,0000-00-00,"Stacy Martin is known for her work on Nymphom",
1137824,Mia,NULL,Goth,0000-00-00,,
1137826,Ivan,NULL,Pecnik,0000-00-00,,
1137827,Tania,NULL,Carlin,0000-00-00,,
1138097,Una,NULL,Healy,1981-10-10,,
1139816,Tanya,van,Graan,0000-00-00,,
1140088,J.J.,NULL,Kandel,0000-00-00,,
1140091,Jeff,NULL,Mash,0000-00-00,,
1140092,Siaosi,NULL,Fonua,0000-00-00,,
1140093,Phil,NULL,Somerville,0000-00-00,,
1140264,Jennifer,NULL,Prior,0000-00-00,,
1140265,Charlotte,NULL,Prior,0000-00-00,,
1140635,Jon,NULL,Campling,1966-11-18,"Since his appearance in Harry Potter And the ",Hull
1140674,Sylvia,NULL,Daneel,0000-00-00,,
1142629,Tavi,NULL,Gevinson,1996-04-21,,
1144876,Teijo,NULL,Niemi,0000-00-00,,
1144930,Christiana,NULL,Leucas,0000-00-00,,
1144931,Kristen,NULL,Rakes,0000-00-00,,
1145098,Lucy,NULL,Briant,0000-00-00,,
1146214,Jørgen,NULL,Johansson,0000-00-00,,
1146942,Joe,NULL,Grisaffi,0000-00-00,,
1146968,Clara,NULL,Tudose,0000-00-00,,
1148130,Jackson,NULL,Nicoll,0000-00-00,,
1148313,Chiaki,J.,Konaka,0000-00-00,,
1148750,Linda,NULL,Jones,0000-00-00,,
1148762,Luis,NULL,Rosado,0000-00-00,,
1149855,Nicole,NULL,Ferrari,0000-00-00,,
1150430,Sergey,NULL,Kolesnikov,0000-00-00,,
1150981,Io,Tillett,Wright,0000-00-00,,
1151352,Keri,NULL,Hilson,0000-00-00,,
1151582,Chuy,NULL,Franco,0000-00-00,,
1151957,Sophie,Kennedy,Clark,0000-00-00,,
1152985,Fanny,NULL,Deblock,0000-00-00,,
1153024,Nico,NULL,Liersch,0000-00-00,,
1153820,Barry,NULL,Windham,0000-00-00,,
1153842,Lindsay,NULL,Seim,0000-00-00,,
1154126,Nataly,NULL,Rocha,0000-00-00,,
1154244,John,Paul,Ruttan,0000-00-00,,
1155204,Edward,NULL,Hall,0000-00-00,,
1155638,Kajetan,NULL,Lewandowski,0000-00-00,,
1155676,Shamari,NULL,Fears,1980-02-22,"Shamari a.k.a. Shamari Fears was born in Detr"," Detroit, Michigan, USA"
1155677,Natina,NULL,Reed,1979-10-28,,"New York City, New York, "
1155715,Ken,NULL,Yamamura,0000-00-00,,
1156024,Tao,NULL,Okamoto,1985-05-22,"Tao is a Japanese model and actress, who was ",
1156586,Adam,NULL,Chanler-Berat,0000-00-00,,
1157664,Rob,NULL,Crites,0000-00-00,,
1157737,Aleksandr,NULL,Razumnyj,0000-00-00,,
1158063,JR,NULL,Lemon,0000-00-00,,
1158064,Noah,NULL,Urrea,0000-00-00,,
1158065,Michael,H.,Cole,0000-00-00,,
1158067,Camden,NULL,Gray,0000-00-00,,
1158068,Carrie,NULL,Lazar,0000-00-00,,
1158069,John,L.,Armijo,0000-00-00,,
1158600,Austin,NULL,Wilson,0000-00-00,,
1158837,María,José,Bausá,0000-00-00,,
1159360,Biljana,NULL,Misic,0000-00-00,,
1159716,Tikirau,NULL,Hathaway,0000-00-00,,
1159822,Myer,van,Gosliga,0000-00-00,,
1159828,Doug,NULL,Colling,0000-00-00,,
1159830,David,de,Thierry,0000-00-00,,
1159831,Matt,NULL,French,0000-00-00,,
1159832,Hannah,NULL,German,0000-00-00,,
1159833,Ricki,NULL,Keelan,0000-00-00,,
1159982,Ansel,NULL,Elgort,0000-00-00,,
1161711,Jon,Lee,Brody,0000-00-00,,
1161712,Hiram,A.,Murray,0000-00-00,,
1162051,Hakan,NULL,Meriçliler,0000-00-00,,
1162214,Helge,NULL,Risa,0000-00-00,,
1163648,Fu,NULL,Xinbo,0000-00-00,,
1163649,Ady,NULL,Ang,0000-00-00,,
1164530,Wendy,J.,Cooke,0000-00-00,,
1164771,Evan,NULL,Mueller,0000-00-00,,
1164823,Óscar,NULL,Barberán,0000-00-00,,
1164824,Meritxell,NULL,Ané,0000-00-00,,
1164832,Belinda,,,0000-00-00,,
1165384,Gaia,NULL,Weiss,0000-00-00,,
1166415,Danièle,NULL,Watts,0000-00-00,,
1167087,David,NULL,Bowers,0000-00-00,,
1167208,Brendan,NULL,Morris,0000-00-00,,
1167209,Ciara,NULL,Gallagher,0000-00-00,,
1167897,Natasha,NULL,O'Keeffe,0000-00-00,,
1169885,Vito,NULL,Antuofermo,0000-00-00,,
1169886,Robert,NULL,Vento,0000-00-00,,
1169887,Jeanne,Savarino,Pesch,0000-00-00,,
1169888,Janet,Savarino,Smith,0000-00-00,,
1170333,Laura,NULL,Covelli,0000-00-00,,
1170659,James,Landry,Hébert,0000-00-00,,
1170892,Carl,NULL,Bailey,0000-00-00,,
1171022,Dino,NULL,Santana,0000-00-00,,
1171688,Noah,NULL,Visconti,0000-00-00,,
1171689,Isabelle,NULL,Lowe,0000-00-00,,
1171690,Abigail,NULL,Lowe,0000-00-00,,
1171861,Bronte,NULL,D'Esposito,0000-00-00,,
1172006,Tian,NULL,Liang,0000-00-00,,
1172108,Mckenna,NULL,Grace,0000-00-00,,
1172379,Christopher,Jestin,Langstaff,0000-00-00,,
1172381,Gustavo,Quiroz,Jr.,0000-00-00,,
1172382,Corinne,NULL,Ferrer,0000-00-00,,
1172383,Zack,NULL,Moore,0000-00-00,,
1172384,Kory,NULL,Getman,0000-00-00,,
1172661,Dylan,NULL,Smith,1992-11-30,"From Wikipedia, the free encyclopedia

Dylan ","LA, California, USA"
1172862,Monika,NULL,Jolly,0000-00-00,,
1173048,Gerald,C.,Rivers,0000-00-00,,
1173099,Christopher,NULL,Berry,0000-00-00,,
1173230,Ben,NULL,Lloyd-Hughes,0000-00-00,,
1173231,Ben,NULL,Lamb,0000-00-00,,
1173331,Bernard,NULL,Safari,0000-00-00,,
1173998,Stephen,NULL,Hibbert,0000-00-00,,
1173999,Robert,NULL,Ruth,0000-00-00,,
1174000,Susan,NULL,Griffiths,0000-00-00,,
1174001,Eric,NULL,Clark,0000-00-00,,
1174002,Chandler,NULL,Lindauer,0000-00-00,,
1174003,Michael,NULL,Gilden,0000-00-00,,
1174004,Jerome,Patrick,Hoban,0000-00-00,,
1174005,Carl,NULL,Allen,0000-00-00,,
1174006,Sy,NULL,Sher,0000-00-00,,
1174007,Gary,NULL,Shorelle,0000-00-00,,
1174008,Brad,NULL,Blumenthal,0000-00-00,,
1174009,Venessia,NULL,Valentino,0000-00-00,,
1174141,David,NULL,Terrell,0000-00-00,,
1174142,David,Jason,Perez,0000-00-00,,
1174143,Justine,NULL,Herron,0000-00-00,,
1174394,Colin,NULL,Cowherd,0000-00-00,,
1174569,Sergey,NULL,Kuzkin,0000-00-00,,
1174675,C215,,,0000-00-00,,
1174676,H101,,,0000-00-00,,
1177536,Carlos,Julio,Molina,0000-00-00,,
1177596,Gene,NULL,Rader,0000-00-00,,
1177850,François,NULL,Duhamel,0000-00-00,,
1177915,Rene,NULL,Beard,0000-00-00,,
1178140,Tim,NULL,Condren,0000-00-00,,
1178995,Jessica,NULL,Lindsey,0000-00-00,,
1179243,Rila,NULL,Fukushima,0000-00-00,,
1179643,Gino,NULL,Cafarelli,0000-00-00,,
1180638,Thiago,NULL,Veloso,0000-00-00,,
1180907,Daniella,NULL,Kertesz,0000-00-00,,
1180908,Fabrizio,Zacharee,Guido,0000-00-00,,
1180936,Sean,Patrick,Murphy,0000-00-00,,
1180945,Percy,Daggs,III,0000-00-00,,
1180974,Senem,NULL,Temiz,0000-00-00,,
1180979,Josh,NULL,Brener,0000-00-00,,
1180980,Tobit,NULL,Raphael,0000-00-00,,
1181295,Steven,NULL,Krueger,0000-00-00,,
1181296,Jaylen,NULL,Moore,0000-00-00,,
1181326,Hannah,NULL,Simone,1980-08-03,"From Wikipedia, the free encyclopedia.

Hanna","London - England - UK"
1181331,Sufe,NULL,Bradshaw,0000-00-00,,
1181354,Ilfenesh,NULL,Hadera,0000-00-00,,
1182673,Remy,NULL,Nozik,0000-00-00,,
1183443,Marcus,NULL,Powell,0000-00-00,,
1183546,Dan,NULL,Bakkedahl,0000-00-00,,
1183717,Gavin,NULL,Bryars,0000-00-00,,
1184328,Pedro,NULL,Granger,0000-00-00,,
1184329,Cloudia,NULL,Swann,0000-00-00,,
1184330,Reuben-Henry,NULL,Biggs,0000-00-00,,
1184331,Christopher,NULL,Goh,0000-00-00,,
1184333,Duarte,NULL,Grilo,0000-00-00,,
1184334,Genevieve,NULL,Capovilla,0000-00-00,,
1184448,Celia,NULL,Condado,0000-00-00,,
1186010,Spoken,NULL,Reasons,0000-00-00,,
1186027,Alicia,NULL,Vela-Bailey,0000-00-00,,
1186080,Matthew,C.,Martino,1992-10-27,"Matthew's love for filming started from a you","Harare,Zimbabwe"
1186481,Ed,NULL,Moy,0000-00-00,,
1186515,Nicole,Alexandra,Shipley,0000-00-00,,
1186597,Neve,NULL,Gachev,0000-00-00,,
1186622,Kachina,NULL,Dechert,0000-00-00,,
1186623,Josh,NULL,Sussman,0000-00-00,,
1186714,Ruben,NULL,Pla,0000-00-00,,
1186839,Kyla,NULL,Deaver,2003-03-25,"Talented actress and model Kyla Marie Deaver ",
1186840,Sterling,NULL,Jerins,0000-00-00,,
1186841,Morganna,NULL,Bridgers,0000-00-00,,
1186842,Amy,NULL,Tipton,0000-00-00,,
1187060,Jasmine,NULL,Burke,0000-00-00,,
1187061,Aaron,NULL,Saxton,0000-00-00,,
1187855,Zach,NULL,O'Brien,0000-00-00,,
1187976,Marc,NULL,Schuetrumpf,0000-00-00,,
1188219,Aglaja,NULL,Veteranyi,0000-00-00,,
1188241,Santino,NULL,Fontana,0000-00-00,,
1189196,Stephen,NULL,Sheffer,0000-00-00,,
1189315,Анатолий,NULL,Яббаров,0000-00-00,,
1189321,Вячеслав,NULL,Гостинский,0000-00-00,,
1189507,Elizabeth,NULL,Olin,0000-00-00,,
1189508,Diana,NULL,Lyubenova,0000-00-00,,
1189510,Kalin,NULL,Sarmenov,0000-00-00,,
1190068,Danny,NULL,Minnick,0000-00-00,,
1190614,Michelle,NULL,Chaudry,0000-00-00,,
1190616,David,NULL,Falicki,0000-00-00,,
1190780,Tiffany,L.,Kurtz,0000-00-00,,
1190814,Emily,NULL,Chang,0000-00-00,"Emily Chang (height 5' 4"" (1,63 m)) is an act",
1190851,John,P.,Fertitta,0000-00-00,,
1191050,জয়ন্ত,NULL,চট্টোপাধ্যায়,0000-00-00,,
1191314,Eric,Neil,Gutierrez,0000-00-00,,
1191316,Sam,NULL,Ketcherside,0000-00-00,,
1191317,Shelby,NULL,Lauren,0000-00-00,,
1191318,Will,NULL,Leon,0000-00-00,,
1191320,Claudia,NULL,Salinas,0000-00-00,,
1191672,Martin,NULL,Cantu,0000-00-00,,
1191673,Daniel,NULL,Jenks,0000-00-00,,
1191674,Max,NULL,Rutherford,0000-00-00,,
1192345,Γιώργος,NULL,Σταμπουλόπουλος,0000-00-00,,
1192346,Νίκος,NULL,Μαμαγκάκης,0000-00-00,,
1192407,Takashi,NULL,Sugimoto,0000-00-00,,
1192492,Aisha,NULL,Hinds,1975-11-13,,
1192563,Tad,NULL,Hilgenbrinck,0000-00-00,,
1192570,Christian,NULL,Portal,0000-00-00,,
1192686,Ferdinand,NULL,Fiala,0000-00-00,,
1192883,Dani,NULL,Kosic,0000-00-00,,
1192888,Лиза,Викари,(Lisa,0000-00-00,,
1192899,Andrea,NULL,Stefancikova,0000-00-00,,
1192900,Anna,NULL,Quick,0000-00-00,,
1192901,Kearstin,NULL,Plemel,0000-00-00,,
1192915,Godfrey,NULL,Gao,0000-00-00,,
1192940,Suzan,Najm,Aldeen,0000-00-00,,
1193052,Stephen,NULL,Lovatt,0000-00-00,,
1193301,Gábor,NULL,Závody,0000-00-00,,
1193443,Damien,NULL,Krisl,0000-00-00,,
1193444,Joël,NULL,Cartier,0000-00-00,,
1193457,Ziad,NULL,Saleh,0000-00-00,,
1193593,Sarah,NULL,Sokolovic,0000-00-00,,
1193594,Esau,NULL,Pritchett,0000-00-00,,
1193595,Dylan,NULL,Chalfy,0000-00-00,,
1193630,Davi,NULL,Russo,0000-00-00,,
1193631,Brian,NULL,Rzepka,0000-00-00,,
1193632,Abby,NULL,O'Sullivan,0000-00-00,,
1193635,Shahzad,NULL,Ismaily,0000-00-00,,
1193649,Frédéric,NULL,Corvez,0000-00-00,,
1193675,Paul,NULL,Pirola,0000-00-00,,
1193765,Les,Premiers,Danseurs,0000-00-00,,
1193832,Peter,NULL,Hambleton,0000-00-00,,
1193834,Stephen,NULL,Hunter,0000-00-00,,
1193906,Carol-Lynn,"Parente,",Benjamin,0000-00-00,,
1193977,Leung,NULL,Po-Chi,0000-00-00,,
1194026,Hannes,NULL,Perkunder,0000-00-00,,
1194028,Deborah,NULL,Sovierzoski,0000-00-00,,
1194029,Oleg,NULL,Krylov,0000-00-00,,
1194030,Sarah,NULL,Louden,0000-00-00,,
1194069,Paul,NULL,Drouin,0000-00-00,,
1194070,Anne,NULL,Sirois,0000-00-00,,
1194078,Pierre,NULL,Blain,0000-00-00,,
1194092,Gisèle,NULL,Garneau,0000-00-00,,
1194096,Patrick,NULL,Galipeau,0000-00-00,,
1194099,Mario,NULL,Morin,0000-00-00,,
1194103,Tamara,NULL,Popper,0000-00-00,,
1194106,Sam,NULL,Hobbs,0000-00-00,,
1194107,Sam,NULL,Hobbs,0000-00-00,,
1194837,Piero,NULL,Portalupi,0000-00-00,,
1195135,Tarek,NULL,Siddiqui,0000-00-00,,
1195136,Johann,NULL,Trattner,0000-00-00,,
1195602,Steve,NULL,Gawley,0000-00-00,,
1195805,Ali,NULL,Fedotowsky,0000-00-00,,
1195877,Salvatore,NULL,Corsitto,0000-00-00,,
1196317,Michael,W.,Williams,0000-00-00,,
1197040,Kelly,NULL,Sarah,0000-00-00,,
1197358,Steven,James,Price,0000-00-00,,
1197726,Pip,NULL,Pellens,0000-00-00,,
1197728,Галина,NULL,Баринова,0000-00-00,,
1197729,Леонид,NULL,Шварцман,0000-00-00,,
1197730,Майя,NULL,Мирошкина,0000-00-00,,
1197832,Tod,NULL,Carter,0000-00-00,,
1198202,Keith,NULL,Jefferson,0000-00-00,,
1198339,Tomoo,NULL,Shimogawara,0000-00-00,,
1198428,Sean,NULL,Spann,0000-00-00,,
1198849,Satish,NULL,Sujit,0000-00-00,,
1198939,David,NULL,Madison,0000-00-00,,
1198963,Sašo,NULL,Podgoršek,0000-00-00,,
1198971,Jēkabs,NULL,Nīmanis,0000-00-00,,
1198972,Maksims,NULL,Šenteļevs,0000-00-00,,
1198975,Mārtiņš,NULL,Dūmiņš,0000-00-00,,
1198976,Indra,NULL,Kadaka,0000-00-00,,
1198977,Elīna,NULL,Zunde,0000-00-00,,
1198978,Jānis,NULL,Nīgals,0000-00-00,,
